# source, target, migration_1990_total, migration_1990_male, migration_1990_female, migration_1995_total, migration_1995_male, migration_1995_female, migration_2000_total, migration_2000_male, migration_2000_female, migration_2005_total, migration_2005_male, migration_2005_female, migration_2010_total, migration_2010_male, migration_2010_female, migration_2015_total, migration_2015_male, migration_2015_female
7,218,542,316,226,2135,1000,1135,3764,1697,2067,3517,1579,1938,3558,1609,1949,3995,1776,2219
7,83,12,6,6,13,8,5,14,9,5,22,12,10,30,16,14,29,15,14
7,104,1,1,0,6,1,5,11,1,10,17,5,12,23,10,13,23,10,13
7,12,4,0,4,5,0,5,5,0,5,6,0,6,6,0,6,7,0,7
7,74,19,5,14,20,5,15,20,5,15,103,40,63,56,14,42,61,15,46
7,145,11,6,5,16,8,8,23,10,13,28,9,19,27,6,21,32,10,22
7,200,20,17,3,49,31,18,80,46,34,87,49,38,97,49,48,113,61,52
7,14,13,7,6,10,4,6,8,3,5,11,5,6,13,6,7,14,6,8
7,17,226,73,153,246,82,164,267,91,176,225,84,141,185,78,107,194,82,112
7,25,321,145,176,669,300,369,1018,456,562,1084,485,599,22,12,10,25,14,11
7,29,388,178,210,456,202,254,524,227,297,600,260,340,676,293,383,752,326,426
7,54,0,0,0,0,0,0,0,0,0,0,0,0,50,12,38,54,13,41
7,61,184,97,87,243,128,115,290,155,135,357,189,168,379,182,197,442,212,230
7,62,266,134,132,296,146,150,325,157,168,248,124,124,170,90,80,179,95,84
7,85,22,11,11,28,14,14,35,17,18,36,18,18,38,19,19,38,19,19
7,105,120,59,61,143,70,73,165,80,85,161,79,82,156,77,79,153,76,77
7,138,172,82,90,138,66,72,104,49,55,107,51,56,110,52,58,116,55,61
7,173,175,81,94,231,109,122,319,153,166,363,175,188,393,191,202,404,197,207
7,174,49,25,24,65,33,32,90,46,44,105,54,51,112,58,54,118,61,57
7,176,51,28,23,53,28,25,55,30,25,56,31,25,57,32,25,58,32,26
7,186,0,0,0,0,0,0,0,0,0,256,116,140,513,232,281,534,241,293
7,221,4398,1976,2422,4610,2071,2539,4832,2170,2662,4708,2128,2580,4585,2085,2500,4587,2085,2502
7,148,35,18,17,28,14,14,65,32,33,104,50,54,111,54,57,119,58,61
7,24,10,8,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0
7,42,13,6,7,13,6,7,12,6,6,10,6,4,8,6,2,13,7,6
7,46,37,10,27,36,10,26,35,10,25,33,9,24,37,10,27,40,11,29
7,91,5,2,3,8,3,5,10,4,6,13,5,8,16,7,9,19,8,11
7,37,1900,925,975,2082,1009,1073,2313,1116,1197,2285,1099,1186,2395,1152,1243,2677,1287,1390
7,220,12022,5305,6717,14869,6629,8240,18324,8249,10075,21812,9877,11935,25569,11337,14232,28558,12616,15942
7,11,21,6,15,15,3,12,10,0,10,0,0,0,20,10,10,11,0,11
7,68,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
8,64,322,194,128,243,146,97,183,109,74,218,135,83,235,142,93,279,154,125
8,142,74,27,47,70,26,44,67,25,42,52,19,33,50,19,31,45,17,28
8,191,623,226,397,702,318,384,982,485,497,1175,566,609,1876,895,981,2419,1156,1263
8,34,5,1,4,8,2,6,10,3,7,7,2,5,4,1,3,4,1,3
8,130,60,29,31,64,34,30,66,39,27,66,40,26,66,41,25,66,42,24
8,106,2657,1354,1303,2950,1416,1534,3072,1419,1653,3000,1366,1634,3181,1430,1751,2678,1194,1484
8,161,32,21,11,302,184,118,657,396,261,392,238,154,146,88,58,148,89,59
8,55,21,12,9,30,17,13,38,21,17,56,31,25,89,49,40,93,52,41
8,103,25526,12315,13211,29503,14003,15500,31828,15074,16754,34777,16457,18320,38148,18003,20145,39343,18465,20878
8,211,34,18,16,82,42,40,131,66,65,134,66,68,138,67,71,140,67,73
8,18,76,40,36,92,39,53,107,38,69,103,37,66,99,36,63,102,35,67
8,31,7,3,4,30,13,17,53,24,29,85,40,45,113,53,60,119,56,63
8,56,76,37,39,114,57,57,152,77,75,133,71,62,103,62,41,180,104,76
8,95,22,10,12,123,64,59,223,118,105,275,148,127,327,178,149,396,229,167
8,162,251,136,115,214,115,99,183,97,86,229,133,96,283,172,111,273,167,106
8,170,582,286,296,572,299,273,543,303,240,399,231,168,247,153,94,252,155,97
8,187,20,9,11,32,14,18,54,23,31,61,26,35,68,30,38,83,37,46
8,59,833,411,422,899,435,464,965,460,505,1043,505,538,1120,550,570,1224,612,612
8,73,107,58,49,120,68,52,132,77,55,218,129,89,304,181,123,462,267,195
8,96,5,4,1,9,6,3,13,9,4,20,13,7,27,17,10,36,24,12
8,101,63,30,33,175,81,94,382,183,199,382,194,188,320,151,169,327,152,175
8,114,9,3,6,14,5,9,20,7,13,21,9,12,22,11,11,18,9,9
8,120,83,45,38,93,50,43,72,39,33,74,39,35,67,32,35,57,26,31
8,153,445,203,242,491,225,266,533,244,289,627,281,346,811,386,425,1086,555,531
8,199,1913,962,951,2270,1133,1137,2435,1207,1228,2712,1369,1343,2868,1474,1394,3184,1663,1521
8,218,947,534,413,3722,1654,2068,6561,2796,3765,8001,3467,4534,10094,4464,5630,11339,4930,6409
8,4,86,46,40,118,62,56,151,80,71,494,261,233,819,432,387,640,325,315
8,52,143,46,97,166,59,107,171,66,105,185,71,114,199,76,123,200,76,124
8,83,641,310,331,628,272,356,626,233,393,641,235,406,655,237,418,641,215,426
8,104,31345,10390,20955,25795,9096,16699,20245,7802,12443,46708,21085,25623,73170,34367,38803,73183,33679,39504
8,127,7,5,2,9,6,3,10,7,3,14,9,5,10,9,1,12,11,1
8,163,303,139,164,654,300,354,1032,473,559,1197,561,636,1165,558,607,1278,584,694
8,178,68,37,31,74,40,34,81,43,38,74,40,34,69,37,32,69,35,34
8,182,5,2,3,38,13,25,52,17,35,52,17,35,51,16,35,49,15,34
8,188,92,52,40,129,66,63,168,80,88,308,163,145,449,230,219,437,230,207
8,193,42923,20170,22753,50810,24493,26317,79339,39327,40012,244014,125841,118173,282555,145830,136725,250778,126884,123894
8,12,839,423,416,947,485,462,1054,547,507,1178,597,581,1302,648,654,1523,762,761
8,19,276,128,148,275,127,148,266,123,143,401,193,208,470,217,253,550,262,288
8,74,10137,4592,5545,10465,4644,5821,10793,4696,6097,11825,5303,6522,11968,5073,6895,12946,5463,7483
8,80,4499,2209,2290,4616,2035,2581,4732,1861,2871,11326,5057,6269,17919,8253,9666,18537,8538,9999
8,119,0,0,0,0,0,0,0,0,0,9,4,5,19,8,11,26,10,16
8,121,38,19,19,36,19,17,35,18,17,30,17,13,26,15,11,39,23,16
8,145,1614,752,862,1785,815,970,2020,904,1116,2716,1175,1541,2844,1244,1600,3170,1408,1762
8,200,4509,2208,2301,5249,2682,2567,6009,3174,2835,6710,3385,3325,7542,3350,4192,8863,4279,4584
8,14,8,4,4,8,3,5,9,3,6,56,35,21,102,67,35,111,73,38
8,25,14,5,9,28,10,18,43,16,27,45,17,28,3,3,0,3,3,0
8,38,4,2,2,9,4,5,14,5,9,13,5,8,12,4,8,11,4,7
8,53,373,192,181,283,140,143,192,87,105,191,87,104,174,80,94,157,72,85
8,62,2642,1546,1096,2935,1687,1248,3227,1828,1399,2129,1203,926,1015,569,446,1071,600,471
8,92,466,267,199,548,317,231,630,368,262,743,436,307,856,505,351,964,570,394
8,164,1234,584,650,1245,591,654,1259,598,661,1402,664,738,1369,642,727,1180,551,629
8,50,1041,513,528,864,431,433,1120,547,573,734,354,380,1446,699,747,1504,723,781
8,65,255,143,112,211,120,91,166,97,69,187,112,75,207,126,81,216,132,84
8,88,285,122,163,318,159,159,350,195,155,416,246,170,482,297,185,554,344,210
8,94,145,84,61,144,81,63,142,78,64,139,77,62,136,77,59,140,80,60
8,133,4340,2142,2198,5366,2662,2704,6625,3312,3313,9828,5087,4741,14171,7460,6711,18728,9849,8879
8,148,185,105,80,147,83,64,188,101,87,235,121,114,251,130,121,270,141,129
8,157,580,304,276,667,352,315,796,420,376,1449,782,667,2172,1192,980,2550,1397,1153
8,24,21923,10684,11239,25141,12434,12707,28095,14043,14052,32418,16402,16016,36671,18729,17942,42691,21801,20890
8,28,28350,15178,13172,27974,15391,12583,27597,15603,11994,28410,16308,12102,28815,16765,12050,34699,20188,14511
8,42,32696,16212,16484,39233,19509,19724,45770,22807,22963,57003,28606,28397,68235,34404,33831,70415,33180,37235
8,46,2359,1284,1075,2471,1359,1112,2582,1434,1148,2562,1438,1124,2986,1709,1277,3199,1844,1355
8,63,1669,964,705,1954,1140,814,2239,1316,923,2643,1577,1066,3712,2176,1536,5399,3149,2250
8,71,27,11,16,36,21,15,39,24,15,55,32,23,24,12,12,26,13,13
8,159,50447,25066,25381,57525,28910,28615,64404,32483,31921,61353,30947,30406,58456,29425,29031,57056,28685,28371
8,160,8122,4016,4106,7087,3463,3624,8282,4067,4215,9688,4782,4906,10503,5210,5293,11354,5655,5699
8,222,14559,5658,8901,17970,7292,10678,21691,9589,12102,22181,9909,12272,22275,9983,12292,22521,10150,12371
8,225,9483,4969,4514,9138,4809,4329,8724,4605,4119,9078,4778,4300,9430,4951,4479,9944,5158,4786
8,37,10660,5190,5470,12036,5829,6207,13698,6608,7090,15923,7697,8226,19104,9270,9834,21350,10353,10997
8,220,92563,43141,49422,106709,49197,57512,125218,57447,67771,148392,68463,79929,173385,78382,95003,179639,80921,98718
8,11,13155,6602,6553,12541,6260,6281,12050,5940,6110,13100,6430,6670,13770,6780,6990,15423,7503,7920
8,147,419,204,215,516,243,273,373,182,191,869,422,447,1330,645,685,1770,856,914
8,68,0,0,0,0,0,0,0,0,0,0,0,0,14,11,3,13,10,3
8,54,0,0,0,0,0,0,0,0,0,0,0,0,20,7,13,21,7,14
9,64,179,64,115,143,52,91,118,44,74,140,57,83,151,58,93,179,54,125
9,118,511,184,327,346,140,206,188,104,84,207,132,75,227,145,82,255,162,93
9,142,94,93,1,89,89,0,84,82,2,66,65,1,63,63,0,57,57,0
9,108,7596,4462,3134,7156,4123,3033,6716,3784,2932,7657,4403,3254,8597,5021,3576,9144,5403,3741
9,112,7381,3192,4189,5997,2798,3199,4520,2361,2159,3635,1886,1749,2696,1383,1313,2380,1215,1165
9,202,257,114,143,221,87,134,207,71,136,199,77,122,204,90,114,200,87,113
9,212,11250,5122,6128,9767,4416,5351,7800,3501,4299,7605,3503,4102,7066,3355,3711,7009,3386,3623
9,223,9213,4532,4681,8402,4078,4324,7498,3594,3904,7039,3479,3560,6291,3225,3066,5870,3064,2806
9,161,31,17,14,75,39,36,141,72,69,133,68,65,133,66,67,135,67,68
9,99,521,298,223,573,328,245,599,355,244,718,426,292,2504,1533,971,2479,1508,971
9,13,202586,94942,107644,205368,89233,116135,188400,81860,106540,170050,81293,88757,155685,77374,78311,148503,75416,73087
9,55,292,159,133,413,217,196,534,276,258,782,402,380,1254,652,602,1309,687,622
9,79,4039,1827,2212,3297,1596,1701,2554,1364,1190,2339,1248,1091,2137,1139,998,1980,1056,924
9,107,26,11,15,29,10,19,32,10,22,46,18,28,59,25,34,28,8,20
9,211,192,78,114,465,178,287,740,277,463,762,275,487,785,272,513,796,264,532
9,18,6645,3957,2688,6295,3761,2534,5944,3564,2380,5862,3514,2348,5779,3464,2315,5728,3434,2294
9,31,1207,605,602,1179,579,600,1150,553,597,1308,639,669,1410,696,714,1496,696,800
9,56,227,136,91,340,208,132,453,280,173,1305,723,582,2050,1134,916,2020,1099,921
9,95,186,86,100,165,75,90,144,64,80,178,81,97,212,98,114,190,89,101
9,162,1181,696,485,1010,590,420,864,499,365,1499,909,590,2183,1344,839,2105,1306,799
9,169,1,1,0,1,1,0,1,1,0,1,1,0,2,2,0,27,13,14
9,170,535266,262661,272605,516425,275248,241177,478856,277944,200912,503316,287600,215716,517417,291468,225949,527287,295875,231412
9,187,37,19,18,57,29,28,94,47,47,106,54,52,118,60,58,144,75,69
9,216,35141,15058,20083,44340,23012,21328,54082,31247,22835,49416,28580,20836,47150,27297,19853,47307,27416,19891
9,59,400,212,188,430,229,201,459,245,214,544,268,276,628,291,337,685,316,369
9,68,715,475,240,655,419,236,595,364,231,645,389,256,690,410,280,641,381,260
9,73,0,0,0,10,5,5,19,9,10,47,18,29,75,28,47,117,47,70
9,96,2,1,1,2,0,2,2,0,2,4,1,3,5,1,4,6,1,5
9,101,10,5,5,28,14,14,62,32,30,62,34,28,52,27,25,53,27,26
9,114,1552,921,631,1312,795,517,1073,669,404,1010,632,378,922,574,348,773,478,295
9,120,815,562,253,870,601,269,681,470,211,729,501,228,678,451,227,574,377,197
9,153,4,4,0,15,8,7,33,16,17,157,75,82,196,95,101,305,130,175
9,199,267,128,139,317,151,166,341,161,180,796,365,431,1672,822,850,2520,1218,1302
9,218,81,48,33,323,155,168,572,265,307,1040,473,567,1594,725,869,1790,802,988
9,83,12148,6728,5420,10438,5495,4943,8899,4263,4636,11750,5349,6401,14600,6434,8166,14287,5966,8321
9,104,25,8,17,152,56,96,279,104,175,768,287,481,1256,469,787,1256,455,801
9,127,11,6,5,13,7,6,15,8,7,20,10,10,26,10,16,32,13,19
9,163,16,9,7,34,19,15,54,30,24,77,47,30,89,58,31,97,61,36
9,182,19,5,14,122,28,94,167,36,131,165,34,131,162,33,129,158,32,126
9,193,282,148,134,657,351,306,1315,712,603,7216,4075,3141,10246,5460,4786,9516,4678,4838
9,12,1681,853,828,1896,977,919,2111,1101,1010,2360,1204,1156,2609,1307,1302,3051,1537,1514
9,19,45,22,23,38,19,19,29,15,14,2027,976,1051,5138,2488,2650,10433,5168,5265
9,74,6547,2990,3557,6759,3025,3734,6970,3060,3910,12278,5667,6611,17642,7549,10093,19083,8130,10953
9,80,5581,3229,2352,7892,4170,3722,10202,5111,5091,11196,5372,5824,12189,5632,6557,12609,5826,6783
9,145,43,23,20,62,32,30,85,41,44,373,186,187,521,268,253,850,449,401
9,200,374,192,182,415,206,209,459,221,238,539,245,294,631,246,385,741,320,421
9,50,6,4,2,4,2,2,5,3,2,3,2,1,7,4,3,7,4,3
9,133,60,33,27,66,35,31,75,38,37,80,41,39,96,49,47,132,66,66
9,8,1236,597,639,1207,590,617,1178,583,595,869,437,432,559,291,268,561,292,269
9,24,0,0,0,1,0,1,1,0,1,3,1,2,4,2,2,5,3,2
9,42,21,11,10,16,8,8,10,4,6,9,5,4,7,5,2,12,6,6
9,63,13,7,6,15,8,7,16,8,8,19,10,9,26,13,13,37,18,19
9,225,30,16,14,29,16,13,29,16,13,30,17,13,32,17,15,34,18,16
9,37,1771,863,908,1778,862,916,1828,882,946,2590,1191,1399,3507,1574,1933,3919,1757,2162
9,220,41481,20290,21191,52311,25806,26505,65280,32460,32820,66636,33295,33341,68809,33787,35022,84953,41588,43365
9,11,388,180,208,710,340,370,990,480,510,1110,540,570,1200,550,650,1371,610,761
9,28,0,0,0,0,0,0,0,0,0,26,22,4,52,43,9,63,52,11
10,161,9,6,3,33,20,13,67,38,29,63,36,27,62,34,28,63,35,28
10,31,1,1,0,2,2,0,3,3,0,4,3,1,5,4,1,5,4,1
10,59,5,4,1,3,2,1,0,0,0,3,2,1,5,4,1,6,5,1
10,73,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0
10,96,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0
10,101,1,0,1,4,2,2,8,4,4,8,4,4,7,3,4,7,3,4
10,114,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
10,218,111,63,48,437,194,243,772,328,444,660,287,373,603,273,330,678,303,375
10,83,41,23,18,66,37,29,92,50,42,47,26,21,1,1,0,1,1,0
10,74,10,5,5,10,4,6,10,4,6,67,26,41,10,4,6,11,4,7
10,145,557,302,255,630,336,294,727,382,345,1424,739,685,2509,1255,1254,3994,2037,1957
10,7,7,3,4,6,3,3,4,2,2,5,3,2,5,3,2,5,3,2
10,25,4376,1961,2415,3739,1637,2102,3103,1314,1789,3306,1399,1907,664,307,357,755,349,406
10,61,17,6,11,22,7,15,26,8,18,32,11,21,40,14,26,47,17,30
10,62,330,172,158,367,187,180,403,202,201,278,148,130,152,93,59,160,98,62
10,174,8,3,5,10,4,6,14,5,9,16,6,10,17,6,11,17,6,11
10,186,0,0,0,0,0,0,0,0,0,617,271,346,1234,541,693,1286,563,723
10,221,417,197,220,468,221,247,520,245,275,510,242,268,501,239,262,501,239,262
10,50,29,20,9,22,15,7,25,17,8,16,11,5,32,21,11,33,21,12
10,8,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
10,24,0,0,0,2,0,2,4,0,4,3,0,3,2,1,1,2,1,1
10,42,50,24,26,27,12,15,4,1,3,3,1,2,2,1,1,5,3,2
10,46,283,151,132,276,148,128,268,144,124,255,138,117,287,158,129,307,170,137
10,225,430,179,251,424,177,247,415,173,242,436,182,254,458,191,267,486,200,286
10,37,523,254,269,555,269,286,600,290,310,577,273,304,588,272,316,657,304,353
10,220,3363,1351,2012,3516,1427,2089,3814,1569,2245,4540,1881,2659,5322,2152,3170,5943,2393,3550
10,11,26,16,10,28,18,10,30,20,10,40,20,20,40,20,20,42,21,21
10,54,0,0,0,0,0,0,0,0,0,0,0,0,1572,581,991,1708,633,1075
11,183,67,30,37,59,31,28,51,32,19,48,27,21,46,23,23,52,27,25
11,230,81,39,42,81,39,42,83,40,43,148,72,76,264,136,128,470,237,233
11,39,9,9,0,13,9,4,16,8,8,12,6,6,12,6,6,10,5,5
11,64,525,282,243,418,224,194,344,183,161,410,230,180,442,240,202,524,253,271
11,118,1499,809,690,1016,569,447,551,349,202,607,425,182,664,467,197,748,523,225
11,27,120,61,59,111,55,56,114,56,58,225,109,116,337,163,174,448,214,234
11,142,793,304,489,758,294,464,705,275,430,557,215,342,536,208,328,491,192,299
11,191,4199,1728,2471,3145,1381,1764,2983,1356,1627,3570,1574,1996,5698,2487,3211,7350,3214,4136
11,198,8,8,0,6,5,1,16,9,7,30,17,13,44,24,20,55,32,23
11,81,17,5,12,17,6,11,19,6,13,27,10,17,27,11,16,32,13,19
11,43,2417,1426,991,3091,1799,1292,3765,2172,1593,4153,2581,1572,4542,2990,1552,5227,3523,1704
11,44,6092,3509,2583,6799,3896,2903,7506,4284,3222,8195,4501,3694,8903,4729,4174,9091,4662,4429
11,57,96,53,43,112,61,51,127,68,59,155,83,72,183,98,85,202,109,93
11,106,3976,2026,1950,6119,2937,3182,9189,4245,4944,9202,4191,5011,9756,4387,5369,9062,4041,5021
11,136,3,2,1,3,3,0,4,3,1,91,59,32,189,124,65,208,134,74
11,166,315,178,137,631,348,283,1148,645,503,2153,1715,438,4013,3438,575,4082,3720,362
11,30,262,140,122,372,201,171,482,262,220,493,269,224,504,276,228,515,283,232
11,35,54,34,20,142,89,53,229,144,85,179,114,65,129,85,44,116,77,39
11,98,5963,3492,2471,3945,2353,1592,1928,1215,713,5679,3486,2193,9796,5744,4052,10547,6232,4315
11,113,18,10,8,18,10,8,17,9,8,16,9,7,17,9,8,17,9,8
11,124,1851,906,945,2118,1040,1078,2609,1263,1346,3596,1791,1805,5082,2619,2463,5310,2808,2502
11,161,943,597,346,1466,873,593,2396,1381,1015,3093,1775,1318,3932,2226,1706,3993,2264,1729
11,185,2913,1614,1299,3577,1961,1616,4588,2469,2119,6466,3423,3043,8706,4565,4141,10129,5303,4826
11,203,593,409,184,991,673,318,1595,1069,526,1402,919,483,1310,845,465,1196,757,439
11,205,425,201,224,451,204,247,482,209,273,522,238,284,517,288,229,509,285,224
11,226,16,8,8,28,15,13,45,25,20,36,22,14,32,17,15,37,19,18
11,23,12,10,2,15,12,3,17,14,3,21,17,4,25,20,5,27,22,5
11,97,3116,1344,1772,1964,871,1093,812,398,414,750,366,384,688,335,353,663,322,341
11,125,37,20,17,43,21,22,48,26,22,56,33,23,78,51,27,102,71,31
11,194,51,32,19,100,69,31,150,96,54,253,126,127,465,229,236,461,223,238
11,55,741,378,363,1048,514,534,1355,650,705,1983,944,1039,3180,1537,1643,3319,1621,1698
11,103,2102,970,1132,2435,1124,1311,2631,1229,1402,2882,1373,1509,3167,1530,1637,3266,1569,1697
11,107,188,86,102,246,118,128,303,150,153,438,243,195,563,326,237,264,129,135
11,211,2910,1404,1506,2817,1316,1501,2736,1230,1506,2819,1232,1587,2904,1232,1672,2947,1212,1735
11,18,21,12,9,25,12,13,28,12,16,27,11,16,26,10,16,28,12,16
11,31,13,9,4,40,23,17,66,37,29,103,58,45,136,76,60,198,108,90
11,56,56,32,24,85,50,35,113,67,46,269,164,105,403,252,151,528,331,197
11,95,832,419,413,737,365,372,642,311,331,793,391,402,944,471,473,953,495,458
11,162,863,459,404,737,387,350,631,327,304,774,430,344,942,543,399,908,528,380
11,170,761,373,388,743,391,352,699,395,304,622,347,275,533,291,242,543,296,247
11,187,18,8,10,85,43,42,176,90,86,198,103,95,222,117,105,270,146,124
11,59,981,458,523,1310,651,659,1638,844,794,2115,1104,1011,2591,1363,1228,3018,1553,1465
11,73,452,233,219,502,272,230,552,311,241,779,458,321,1005,604,401,1358,817,541
11,96,60,23,37,61,24,37,61,25,36,75,33,42,88,40,48,115,58,57
11,101,532,262,270,1882,897,985,4267,2104,2163,5846,2971,2875,6462,2983,3479,6601,3003,3598
11,102,123,57,66,140,65,75,157,73,84,258,115,143,356,156,200,371,164,207
11,114,45,26,19,69,40,29,93,54,39,131,82,49,166,106,60,139,89,50
11,120,22,13,9,25,14,11,19,11,8,33,25,8,44,35,9,38,30,8
11,153,797,355,442,878,397,481,977,506,471,1214,678,536,1794,1059,735,2176,1335,841
11,199,1760,1065,695,2088,1257,831,2240,1342,898,2657,1633,1024,3369,2156,1213,3944,2537,1407
11,218,72426,32613,39813,87623,39437,48186,104295,46800,57495,108178,49384,58794,120868,56555,64313,135786,62563,73223
11,4,36,19,17,39,20,19,41,21,20,59,31,28,70,37,33,61,61,0
11,52,694,266,428,764,306,458,753,320,433,1169,536,633,1585,752,833,1595,754,841
11,83,19643,10494,9149,19792,9927,9865,20267,9345,10922,20467,9360,11107,20667,9375,11292,20224,8718,11506
11,104,8059,2555,5504,6643,2135,4508,5226,1715,3511,12537,5274,7263,19847,8832,11015,19850,8636,11214
11,127,3435,1618,1817,4022,1926,2096,4128,1886,2242,4016,1796,2220,3939,1730,2209,5053,2414,2639
11,163,348,158,190,751,341,410,1185,539,646,1224,561,663,1061,491,570,1164,512,652
11,182,82,46,36,525,289,236,715,387,328,706,378,328,691,370,321,675,361,314
11,188,226,103,123,220,105,115,216,107,109,314,154,160,426,215,211,401,235,166
11,193,2358,1107,1251,2727,1315,1412,4271,2128,2143,4630,2329,2301,5593,2820,2773,5990,3024,2966
11,12,1371,685,686,1547,786,761,1723,887,836,1926,969,957,2129,1052,1077,2490,1237,1253
11,19,353,187,166,488,250,238,608,306,302,662,319,343,709,333,376,881,425,456
11,74,3931,1750,2181,4058,1768,2290,4185,1787,2398,5406,2460,2946,7718,3444,4274,8349,3711,4638
11,80,6205,3105,3100,6836,3286,3550,7467,3468,3999,10448,5177,5271,13429,6887,6542,13892,7125,6767
11,121,74,35,39,70,34,36,67,32,35,58,30,28,50,27,23,77,41,36
11,145,7853,3935,3918,8368,4118,4250,9177,4434,4743,10113,4959,5154,10021,4902,5119,10366,5097,5269
11,200,3033,1468,1565,3559,1865,1694,4099,2274,1825,5347,2735,2612,6699,3003,3696,7872,3831,4041
11,7,7,3,4,7,3,4,6,3,3,7,4,3,7,4,3,7,4,3
11,14,27,14,13,46,23,23,65,33,32,71,36,35,77,39,38,83,42,41
11,17,24,12,12,26,13,13,29,15,14,25,13,12,23,11,12,24,12,12
11,29,12,3,9,14,3,11,16,3,13,19,4,15,21,4,17,23,4,19
11,38,24,14,10,51,30,21,78,45,33,125,71,54,173,97,76,170,95,75
11,61,3,1,2,4,1,3,5,1,4,5,1,4,6,2,4,7,2,5
11,62,67,47,20,75,52,23,82,56,26,60,41,19,38,26,12,40,27,13
11,174,7,2,5,9,3,6,13,4,9,15,5,10,16,5,11,16,5,11
11,50,73,31,42,50,23,27,51,25,26,33,16,17,66,33,33,69,34,35
11,65,33,13,20,27,10,17,21,8,13,24,9,15,26,10,16,27,10,17
11,88,47,19,28,46,22,24,44,24,20,53,31,22,61,37,24,70,43,27
11,133,116,12,104,256,89,167,408,170,238,397,184,213,434,221,213,592,329,263
11,157,115,67,48,79,47,32,48,28,20,139,94,45,237,165,72,279,194,85
11,8,625,272,353,600,283,317,575,295,280,425,222,203,274,148,126,275,148,127
11,24,74,33,41,115,53,62,154,71,83,175,89,86,196,108,88,228,126,102
11,28,297,212,85,372,216,156,447,221,226,519,333,186,584,441,143,703,531,172
11,42,675,349,326,826,426,400,976,503,473,792,457,335,607,411,196,998,586,412
11,46,202,91,111,197,89,108,191,86,105,182,83,99,205,96,109,220,104,116
11,63,125,69,56,140,77,63,155,86,69,183,104,79,257,143,114,373,206,167
11,71,7,5,2,9,6,3,10,6,4,14,9,5,38,23,15,42,25,17
11,160,420,236,184,367,204,163,430,240,190,504,282,222,546,307,239,590,333,257
11,225,131,68,63,129,67,62,127,66,61,133,69,64,140,73,67,148,76,72
11,22,37,19,18,44,23,21,50,26,24,59,32,27,68,39,29,69,40,29
11,37,13390,6518,6872,15871,7684,8187,18729,9035,9694,21053,10463,10590,24641,12548,12093,27538,14015,13523
11,220,42267,14292,27975,50582,17366,33216,60965,21254,39711,65578,23067,42511,70996,24179,46817,77845,26362,51483
11,147,47778,22335,25443,53227,24935,28292,54744,26608,28136,60001,29123,30878,63086,30570,32516,65161,31511,33650
11,72,1306,687,619,1405,741,664,1489,781,708,1706,901,805,1832,980,852,1887,1019,868
11,146,226,102,124,262,116,146,298,130,168,317,140,177,337,150,187,354,158,196
11,158,13916,8115,5801,14258,8672,5586,10675,6878,3797,10675,7065,3610,9056,6092,2964,9183,6223,2960
11,189,360,204,156,356,202,154,340,193,147,309,175,134,298,167,131,279,157,122
11,224,442,262,180,445,235,210,450,227,223,549,275,274,612,305,307,629,313,316
11,110,64,40,24,75,42,33,86,44,42,83,44,39,81,45,36,89,50,39
11,143,202,118,84,186,109,77,171,100,71,161,94,67,151,88,63,148,86,62
11,49,115,71,44,120,74,46,124,77,47,230,125,105,336,173,163,370,189,181
11,76,63,31,32,69,34,35,74,35,39,77,37,40,74,36,38,70,34,36
11,151,11,8,3,13,6,7,16,5,11,19,8,11,21,9,12,21,9,12
11,177,236,135,101,330,188,142,422,239,183,396,222,174,346,192,154,333,184,149
11,207,7,3,4,6,3,3,21,19,2,20,17,3,33,28,5,39,32,7
11,68,0,0,0,0,0,0,0,0,0,0,0,0,63,44,19,59,41,18
11,137,0,0,0,0,0,0,0,0,0,0,0,0,122,39,83,137,45,92
12,39,20,13,7,27,18,9,32,21,11,24,16,8,24,16,8,21,14,7
12,64,716,330,386,557,249,308,442,188,254,526,242,284,568,250,318,674,247,427
12,118,2044,947,1097,1288,581,707,554,242,312,610,328,282,667,361,306,752,403,349
12,142,901,483,418,861,464,397,801,433,368,633,341,292,609,329,280,558,303,255
12,191,3523,1514,2009,2520,1256,1264,2232,1303,929,2671,1532,1139,4264,2431,1833,5501,3140,2361
12,202,98,44,54,79,35,44,69,31,38,66,30,36,68,31,37,66,29,37
12,106,309,157,152,390,187,203,476,220,256,537,245,292,569,256,313,502,224,278
12,136,3,1,2,3,2,1,4,2,2,8,6,2,13,9,4,15,11,4
12,161,92,58,34,768,433,335,1657,921,736,1051,586,465,495,270,225,503,275,228
12,125,50,27,23,36,18,18,21,11,10,17,10,7,19,13,6,20,14,6
12,55,88,39,49,125,53,72,161,66,95,236,96,140,378,156,222,394,165,229
12,103,6373,3030,3343,6471,3012,3459,6206,2862,3344,5525,2518,3007,4910,2197,2713,5064,2252,2812
12,107,78,34,44,110,57,53,141,80,61,204,127,77,262,168,94,123,69,54
